file_name,sheet_name,year_guess,period_guess,column_name,non_null_count,unique_count,numeric_like,example_values
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,T.CONTENT,2022,,Unnamed: 0,9,9,False,"العنوان | مقدمة | الميزانيـــــة العامـــــة للدولــــــة
للسنة المالية 1444/1443هـ (2022م) | الملخص التنفيذي لأداء الميزانيـــــة العامـــــة للدولــــــة
للربع الأول من السنة المالية 1444/1443هـ (2022م) | الإيرادات"
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,T.CONTENT,2022,,Unnamed: 1,9,9,False,"Subject | INTRODUCTION | The Government Budget 
For FY 2022 | Summary of Q1 Performance | Revenues"
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,INTRODUCTION,2022,,Unnamed: 1,2,2,False,مقدمة | تم إعداد هذا التقرير الربع سنوي من قبل وزارة المالية، ويحتوي على بيانات تفصيلية لحركة الإيرادات والمصروفات خلال الربع المحدد بالتقرير، إضافة إلى الفائض (أو العجز) المحقق وآلية تمويله والدين العام. وتسعى وزارة المالية من خلال نشر هذا التقرير - بشكل دوري - إلى إعطاء مزيد من الشفافية حول أداء المالية العامة وفق معايير الإفصاح المالي. كما تجدر الإشارة إلى أن إعداد الميزانية العامة للدولة يتم على الأساس المحاسبي النقدي، مع العلم أن البيانات المالية الواردة في التقرير مبوبة حسب دليل إحصاءات مالية الحكومة (GFSM 2014)، الذي يُصدره صندوق النقد الدولي كتصنيف عالمي موحد. كما يتضمن التقرير قائمة بالمصطلحات وشروحاتها.
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,INTRODUCTION,2022,,Unnamed: 10,1,1,False,"This quarterly report is published by the Ministry of Finance (MoF) to provide detailed fiscal data covering performance during the specified quarter including revenues, expenditures, it’s funding sources and the change in public debt. Through the periodical publication of this report, budget deficit, MoF seeks to enhance transparency in accordance with financial disclosure standards. 
It should be noted that fiscal accounts as presented in this report are based on cash basis of accounting and are classified according to the Government Finance Statistics Manual (GFSM 2014), published by the International Monetary Fund (IMF). A glossary section is provided at the end of this report. "
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,INTRODUCTION,2022,,Unnamed: 15,1,1,False,INTRODUCTION
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,GOV.BUD,2022,,Unnamed: 0,7,7,False,"الميزانية العامة للدولة 
 | للسنة المالية 1443/1444هـ (2022م) | (مليون ريال) | البيان | إجمالي الإيرادات"
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,GOV.BUD,2022,,Unnamed: 1,5,5,True,"FY 2021 
Budget | ميزانية
السنة المالية 1443/1442هـ
(2021م) | 849064 | 990000 | -140936"
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,GOV.BUD,2022,,Unnamed: 2,5,5,True,"FY 2021 
Actual | النتائج الفعلية لميزانية
السنة المالية 1443/1442هـ
(2021م) | 965486 | 1038933 | -73447"
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,GOV.BUD,2022,,Unnamed: 3,5,5,True,"FY 2022 
Budget | ميزانية
السنة المالية 1444/1443هـ
(2022م) | 1045090 | 955000 | 90090"
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,GOV.BUD,2022,,Unnamed: 4,6,6,False,The Government Budget for FY 2022 |  (SAR Million) | Items | Total Revenues | Total Expenditures
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Summary,2022,,Unnamed: 0,4,4,False,الملخص التنفيذي | النتائج الفعلية لأداء الميزانية للربع الأول من السنة المالية 1443/ 1444هـ (2022م) | (مليون ريال) | أداء الميزانية العامة للدولة للربع الأول من السنة المالية الحالية 1443/ 1444هـ (2022م) 
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Summary,2022,,Unnamed: 14,1,1,False,Quarterly Budget Performance Report of FY 2022 Q1 (1443/1444 H)
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Summary,2022,,Unnamed: 16,3,3,False,Summary of Q1 Performance | Actual performance in Q1 of FY 2022 |  (SAR Million)
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,2022,,Unnamed: 0,26,18,False,الإيرادات | الإيرادات الفعلية للربع الأول من السنة المالية 1443/ 1444هـ (2022م)  | (مليون ريال) | الإيرادات* | الإيرادات النفطية
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,2022,,Unnamed: 1,20,20,True,Q1 | 2022م | 183698.755811325 | 4112.05065303 | 60419.0815843
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,2022,,Unnamed: 2,10,10,True,Q1 | 2022 | 183698.755811325 | 4112.05065303 | 60419.0815843
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,2022,,Unnamed: 3,22,22,False,Revenues | Actual revenues in Q1 of FY 2022 |  (SAR Million) | Revenues* | Oil Revenues
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,2022,,Unnamed: 4,13,13,False,"Actual revenues in Q1 of FY 2022 Vs. Q1 of FY 2021 |  (SAR Million) | Revenues* | Oil Revenues | Taxes on Income, Profit and Capital Gains"
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,2022,,Unnamed: 0,42,36,False,المصروفات | المصروفات الفعلية للربع الأول من السنة المالية 1443/ 1444هـ (2022م)  | (مليون ريال) | المصروفات* |  تعويضات العاملين
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,2022,,Unnamed: 1,34,34,True,Q1 | 2022م | 125172.7199214375 | 31810.0187067225 | 6605.563523270001
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,2022,,Unnamed: 2,23,23,True,Q1 | 2022 | 125172.7199214375 | 31810.0187067225 | 6605.563523270001
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,2022,,Unnamed: 3,36,36,False,Expenditures | Actual expenditures in Q1 of FY 2022 |  (SAR Million) | Expenditures* | Compensation of Employees
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,2022,,Unnamed: 4,24,24,False,Actual expenditures in Q1 of FY 2022 Vs. Q1 of FY 2021 |  (SAR Million) | Expenditures* | Compensation of Employees | Use of Goods and Services
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,2022,,Unnamed: 5,12,12,True,نسبة التغير للمنصرف الفعلي حتى الربع الحالي مقارنة بالفترة المماثلة من العام السابق | Change  % | 0.09796835467071996 | -0.02041339218748961 | 0.05602936058491026
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,2022,,Unnamed: 6,16,16,False,Expenditures | Actual expenditures in Q1 of FY 2022 Vs. Q1 of FY 2021 |  (SAR Million) | Sector | Public Administration
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Deficit,2022,,Unnamed: 0,12,12,False,التمويـــل | نتائج الفائض/(العجز) ومصادر التمويـــل للربع الأول للسنة المالية 1443 / 1444هـ  (2022م) | (مليون ريال) | البيان | فائض/(عجز) الفترة
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Deficit,2022,,Unnamed: 1,7,3,True,Q1 2022 | 57491 | 0 | 0 | 0
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Deficit,2022,,Unnamed: 2,12,12,False,Financing | Budget Financing in Q1 of FY 2022 |  (SAR Million) | Item | Surplus/(Deficit)
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,2022,,Unnamed: 0,5,5,False,الديــــن العــــام | الدين العام للربع الأول للسنة المالية 1443/ 1444هـ (2022م) | (مليون ريال) | الدين العام | أداء الميزانية العامة للدولة للربع الأول من السنة المالية الحالية 1443/ 1444هـ (2022م) 
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,2022,,Unnamed: 1,6,6,False,البيان | الرصيد أول الفترة | الإصدارات أو الاقتراض  | سداد أصل الدين  | إطفاء سندات حكومية
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,2022,,Unnamed: 2,9,9,True,الدين الداخلي | Domestic Debt | 938010 | 558747 | 52629
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,2022,,Unnamed: 3,7,4,True,الدين الخارجي | External Debt | 379263 | 0 | 0
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,2022,,Unnamed: 4,6,6,False,Item | Beginning of Period Balance | Issuances or Borrowings | Principal Repayment | Amortization of Government Bonds
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,2022,,Unnamed: 5,5,4,False,Public Debt | Public debt in Q1 of FY 2022 |  (SAR Million) | Public Debt | Quarterly Budget Performance Report of FY 2022 Q1 (1443/1444 H)
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Appendix,2022,,Unnamed: 0,16,16,False,ملحق تعريف بنود الإيرادات والمصروفات  | حسب دليل إحصاءات مالية الحكومة (GFSM 2014) | البند | الضرائب على الدخل والأرباح والمكاسب الرأسمالية  | الضرائب على السلع والخدمات
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Appendix,2022,,Unnamed: 1,14,14,False,مكوناته | ضريبة دخل الشركات و المنشآت وضريبة الاستقطاع لغير المقيمين. | ضرائب السلع أو مزاولة أنشطة معينة (ضريبة القيمة المضافة والضريبة الانتقائية والمقابل المالي على الوافدين). | هي رسوم على السلع لأنها تدخل البلد المعني أو على خدمات، لأنها مقدمة من غير مقيمين إلى مقيمين. وقد تفرض هذه الرسوم لأغراض جباية الإيرادات أو لأغراض الحماية، وقد تحدد على أساس معين أو حسب القيمة. | الضرائب الأخرى المدفوعة من شركات الأعمال فقط (زكاة الشركات والمنشآت) والضرائب غير المصنفة. 
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Appendix,2022,,Unnamed: 2,14,14,False,"Definition | Consists of taxes assessed on the actual or presumed incomes of institutional units. | taxes on the production, activities (Excise Tax, VAT and Expat Levy). | Taxes that are payable when goods or services cross the national or customs frontiers of the economic territory, provided from nonresidents to residents. These fees might be imposed for revenue collection or protection purposes and may be determined on a certain criteria or by value. | Other taxes paid by businesses only (corporate Zakat) and unidentified taxes."
2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Appendix,2022,,Unnamed: 3,16,16,False,"The Definition of revenues and Expenses  | as Outlined in IMF (GFSM 2014) | Item | Taxes on Income, Profits, and capital Gains | Taxes on Goods and Services"
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,T.CONTENT,2022,,Unnamed: 0,10,10,False,"العنوان | مقدمة | الميزانيـــــة العامـــــة للدولــــــة
للسنة المالية 1444/1443هـ (2022م) | الملخص التنفيذي لأداء الميزانيـــــة العامـــــة للدولــــــة
حتى الربع الثالث من السنة المالية 1444/1443هـ (2022م) | الإيرادات"
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,T.CONTENT,2022,,Unnamed: 1,10,10,False,"Subject | Introduction | The Government Budget 
For FY 2022 | Summary of Until Q3 Performance | Revenues"
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,INTRODUCTION,2022,,Unnamed: 1,2,2,False,مقدمة | تم إعداد هذا التقرير الربع سنوي من قبل وزارة المالية، ويحتوي على بيانات تفصيلية لحركة الإيرادات والمصروفات خلال الربع المحدد بالتقرير، إضافة إلى الفائض (أو العجز) المحقق وآلية تمويله والدين العام. وتسعى وزارة المالية من خلال نشر هذا التقرير - بشكل دوري - إلى إعطاء مزيد من الشفافية حول أداء المالية العامة وفق معايير الإفصاح المالي. كما تجدر الإشارة إلى أن إعداد الميزانية العامة للدولة يتم على الأساس المحاسبي النقدي، مع العلم أن البيانات المالية الواردة في التقرير مبوبة حسب دليل إحصاءات مالية الحكومة (GFSM 2014)، الذي يُصدره صندوق النقد الدولي كتصنيف عالمي موحد. كما يتضمن التقرير قائمة بالمصطلحات وشروحاتها.
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,INTRODUCTION,2022,,Unnamed: 10,1,1,False,"This quarterly report is published by the Ministry of Finance (MoF) to provide detailed fiscal data covering performance during the specified quarter including revenues, expenditures, it’s funding sources and the change in public debt. Through the periodical publication of this report, budget deficit, MoF seeks to enhance transparency in accordance with financial disclosure standards. 
It should be noted that fiscal accounts as presented in this report are based on cash basis of accounting and are classified according to the Government Finance Statistics Manual (GFSM 2014), published by the International Monetary Fund (IMF). A glossary section is provided at the end of this report. "
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,INTRODUCTION,2022,,Unnamed: 15,1,1,False,INTRODUCTION
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,GOV.BUD,2022,,Unnamed: 0,7,7,False,"الميزانية العامة للدولة 
 | للسنة المالية 1444/1443هـ (2022م) | (مليون ريال) | البيان | إجمالي الإيرادات"
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,GOV.BUD,2022,,Unnamed: 1,5,5,True,"FY 2021 
Budget | ميزانية
السنة المالية 1443/1442هـ
(2021م) | 849064 | 990000 | -140936"
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,GOV.BUD,2022,,Unnamed: 2,5,5,True,"FY 2021 
Actual | النتائج الفعلية لميزانية
السنة المالية 1443/1442هـ
(2021م) | 965486 | 1038933 | -73447"
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,GOV.BUD,2022,,Unnamed: 3,5,5,True,"FY 2022 
Budget | ميزانية
السنة المالية 1444/1443هـ
(2022م) | 1045090 | 955000 | 90090"
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,GOV.BUD,2022,,Unnamed: 4,6,6,False,The Government Budget for FY 2022 |  (SAR Million) | Items | Total Revenues | Total Expenditures
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Summary,2022,,Unnamed: 0,6,5,False,الملخص التنفيذي | النتائج الفعلية لأداء الميزانية للربع الثالث من السنة المالية 1443/ 1444هـ (2022م) | (مليون ريال) | النتائج الفعلية لأداء الميزانية حتى الربع الثالث من السنة المالية 1444/1443هـ (2022م) | (مليون ريال)
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Summary,2022,,Unnamed: 14,1,1,False,Quarterly Budget Performance Report of FY 2022 Q3 (1443/1444 H)
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Summary,2022,,Unnamed: 16,6,4,False,Summary of Q3 Performance | Actual performance in Q3 of FY 2022 |  (SAR Million) | Summary of Q3 Performance | Actual performance Until Q3 of FY 2022
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,2022,,Unnamed: 0,38,19,False,الإيرادات | الإيرادات الفعلية حتى الربع الثالث من السنة المالية 1443/ 1444هـ (2022م)  | (مليون ريال) | الإيرادات* | الإيرادات النفطية
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,2022,,Unnamed: 1,30,27,True,الإجمالي | Total | 663087 | 17663 | 169495
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,2022,,Unnamed: 2,30,19,True,Q3 | 2022 | 229023 | 3316 | 44855
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,2022,,Unnamed: 3,30,29,True,Q2 | 2022 | 250364 | 10235 | 64220
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,2022,,Unnamed: 4,34,24,False,Q1 | 2022 | 183698.755811325 | 4112.05065303 | 60419.0815843
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,2022,,Unnamed: 6,12,12,False,Revenues | Actual revenues Until Q3 of FY 2022 |  (SAR Million) | Revenues* | Oil Revenues
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,2022,,Unnamed: 0,55,37,False,المصروفات | المصروفات الفعلية حتى الربع الثالث من السنة المالية 1443/ 1444هـ (2022م)  | (مليون ريال) | المصروفات* |  تعويضات العاملين
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,2022,,Unnamed: 1,44,42,True,Total | 377927.25424770743 | 150624.83212607252 | 22287.764833060002 | 19187.0944772
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,2022,,Unnamed: 2,45,33,True,Q3 | 2022 | 126838.89001903994 | 53475.211528447515 | 8090.774065320002
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,2022,,Unnamed: 3,45,44,True,Q2 | 2022 | 125915.64 | 65339.6 | 7591.4
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,2022,,Unnamed: 4,47,36,False,Q1 | 2022 | 125172.7 | 31810 | 6606
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,2022,,Unnamed: 5,25,25,False,Expenditures | Actual expenditures Until Q3 of FY 2022 |  (SAR Million) | Expenditures* | Compensation of Employees
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,2022,,Unnamed: 6,15,15,False,Actual expenditures Until Q3 of FY 2021 Vs. Q3 of FY 2022 |  (SAR Million) | Sector | Public Administration | Military 
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Financing,2022,,Unnamed: 0,12,12,False,التمويـــل | نتائج الفائض/(العجز) ومصادر التمويـــل حتى الربع الثالث من السنة المالية 1443 / 1444هـ  (2022م) | (مليون ريال) | البيان | فائض/(عجز) الفترة
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Financing,2022,,Unnamed: 1,8,4,True,الإجمالي | Total | 149541 | 0 | 0
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Financing,2022,,Unnamed: 2,7,3,True,Q3 2022 | 14143 | 0 | 0 | 0
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Financing,2022,,Unnamed: 3,7,3,True,Q2 2022 | 77907 | 0 | 0 | 0
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Financing,2022,,Unnamed: 4,7,3,True,Q1 2022 | 57491 | 0 | 0 | 0
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Financing,2022,,Unnamed: 5,12,12,False,Financing | Budget Financing Until Q3 of FY 2022 |  (SAR Million) | Item | Surplus/(Deficit)
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Gov.Reserve,2022,,Unnamed: 0,10,9,False,رصيد الاحتياطي العام للدولة والحساب الجاري  | حتى نهاية للربع الثالث من السنة المالية 1443/ 1444هـ (2022م) | (مليون ريال) | رصيد الاحتياطي العام للدولة | Government Reserve
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Gov.Reserve,2022,,Unnamed: 1,2,2,True,317963.70569533 | 189554.668187225
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Gov.Reserve,2022,,Unnamed: 2,6,5,False,Government Reserve and Current Account  | Until Q3 of FY 2022 |  (SAR Million) | End of Period Balance | End of Period Balance
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,2022,,Unnamed: 0,5,5,False,الديــــن العــــام | الدين العام حتى نهاية الربع الثالث للسنة المالية 1443/ 1444هـ (2022م) | (مليون ريال) | الدين العام | أداء الميزانية العامة للدولة للربع الثالث من السنة المالية الحالية 1443/ 1444هـ (2022م) 
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,2022,,Unnamed: 1,6,6,False,البيان | الرصيد أول الفترة | الإصدارات أو الاقتراض  | سداد أصل الدين  | إطفاء سندات حكومية
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,2022,,Unnamed: 2,9,9,True,الدين الداخلي | Domestic Debt | 938010 | 558747 | 93228
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,2022,,Unnamed: 3,7,6,True,الدين الخارجي | External Debt | 379263 | 0 | 17502
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,2022,,Unnamed: 4,6,6,False,Item | Beginning of Period Balance | Issuances or Borrowings | Principal Repayment | Amortization of Government Bonds
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,2022,,Unnamed: 5,5,4,False,Public Debt | Public debt Until Q3 of FY 2022 |  (SAR Million) | Public Debt | Quarterly Budget Performance Report of FY 2022 Q3 (1443/1444 H)
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Appendix,2022,,Unnamed: 0,16,16,False,ملحق تعريف بنود الإيرادات والمصروفات  | حسب دليل إحصاءات مالية الحكومة (GFSM 2014) | البند | الضرائب على الدخل والأرباح والمكاسب الرأسمالية  | الضرائب على السلع والخدمات
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Appendix,2022,,Unnamed: 1,14,14,False,مكوناته | ضريبة دخل الشركات و المنشآت وضريبة الاستقطاع لغير المقيمين. | ضرائب السلع أو مزاولة أنشطة معينة (ضريبة القيمة المضافة والضريبة الانتقائية والمقابل المالي على الوافدين). | هي رسوم على السلع لأنها تدخل البلد المعني أو على خدمات، لأنها مقدمة من غير مقيمين إلى مقيمين. وقد تفرض هذه الرسوم لأغراض جباية الإيرادات أو لأغراض الحماية، وقد تحدد على أساس معين أو حسب القيمة. | الضرائب الأخرى المدفوعة من شركات الأعمال فقط (زكاة الشركات والمنشآت) والضرائب غير المصنفة. 
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Appendix,2022,,Unnamed: 2,14,14,False,"Definition | Consists of taxes assessed on the actual or presumed incomes of institutional units. | taxes on the production, activities (Excise Tax, VAT and Expat Levy). | Taxes that are payable when goods or services cross the national or customs frontiers of the economic territory, provided from nonresidents to residents. These fees might be imposed for revenue collection or protection purposes and may be determined on a certain criteria or by value. | Other taxes paid by businesses only (corporate Zakat) and unidentified taxes."
2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Appendix,2022,,Unnamed: 3,16,16,False,"The Definition of revenues and Expenses  | as Outlined in IMF (GFSM 2014) | Item | Taxes on Income, Profits, and capital Gains | Taxes on Goods and Services"
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,T.CONTENT,2022,End-Year/Annual,Unnamed: 0,10,10,False,"العنوان | مقدمة | الميزانيـــــة العامـــــة للدولــــــة
للسنة المالية 1444/1443هـ (2022م) | الملخص التنفيذي لأداء الميزانيـــــة العامـــــة للدولــــــة
للنصف الأول من السنة المالية 1444/1443هـ (2022م) | الإيرادات"
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,T.CONTENT,2022,End-Year/Annual,Unnamed: 1,10,10,False,"Subject | Introduction | The Government Budget 
For FY 2022 | Summary of H1 Performance | Revenues"
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,INTRODUCTION,2022,End-Year/Annual,Unnamed: 1,2,2,False,مقدمة | تم إعداد هذا التقرير الربع سنوي من قبل وزارة المالية، ويحتوي على بيانات تفصيلية لحركة الإيرادات والمصروفات خلال الربع المحدد بالتقرير، إضافة إلى الفائض (أو العجز) المحقق وآلية تمويله والدين العام. وتسعى وزارة المالية من خلال نشر هذا التقرير - بشكل دوري - إلى إعطاء مزيد من الشفافية حول أداء المالية العامة وفق معايير الإفصاح المالي. كما تجدر الإشارة إلى أن إعداد الميزانية العامة للدولة يتم على الأساس المحاسبي النقدي، مع العلم أن البيانات المالية الواردة في التقرير مبوبة حسب دليل إحصاءات مالية الحكومة (GFSM 2014)، الذي يُصدره صندوق النقد الدولي كتصنيف عالمي موحد. كما يتضمن التقرير قائمة بالمصطلحات وشروحاتها.
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,INTRODUCTION,2022,End-Year/Annual,Unnamed: 10,1,1,False,"This quarterly report is published by the Ministry of Finance (MoF) to provide detailed fiscal data covering performance during the specified quarter including revenues, expenditures, it’s funding sources and the change in public debt. Through the periodical publication of this report, budget deficit, MoF seeks to enhance transparency in accordance with financial disclosure standards. 
It should be noted that fiscal accounts as presented in this report are based on cash basis of accounting and are classified according to the Government Finance Statistics Manual (GFSM 2014), published by the International Monetary Fund (IMF). A glossary section is provided at the end of this report. "
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,INTRODUCTION,2022,End-Year/Annual,Unnamed: 15,1,1,False,INTRODUCTION
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,GOV.BUD,2022,End-Year/Annual,Unnamed: 0,7,7,False,"الميزانية العامة للدولة 
 | للسنة المالية 1444/1443هـ (2022م) | (مليون ريال) | البيان | إجمالي الإيرادات"
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,GOV.BUD,2022,End-Year/Annual,Unnamed: 1,5,5,True,"FY 2021 
Budget | ميزانية
السنة المالية 1443/1442هـ
(2021م) | 849064 | 990000 | -140936"
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,GOV.BUD,2022,End-Year/Annual,Unnamed: 2,5,5,True,"FY 2021 
Actual | النتائج الفعلية لميزانية
السنة المالية 1443/1442هـ
(2021م) | 965486 | 1038933 | -73447"
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,GOV.BUD,2022,End-Year/Annual,Unnamed: 3,5,5,True,"FY 2022 
Budget | ميزانية
السنة المالية 1444/1443هـ
(2022م) | 1045090 | 955000 | 90090"
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,GOV.BUD,2022,End-Year/Annual,Unnamed: 4,6,6,False,The Government Budget for FY 2022 |  (SAR Million) | Items | Total Revenues | Total Expenditures
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,Summary,2022,End-Year/Annual,Unnamed: 0,6,5,False,الملخص التنفيذي | النتائج الفعلية لأداء الميزانية للربع الثاني من السنة المالية 1443/ 1444هـ (2022م) | (مليون ريال) | النتائج الفعلية لأداء الميزانية للنصف الأول من السنة المالية 1444/1443هـ (2022م) | (مليون ريال)
2022__End-Year_Annual__09d150a7c6__Quarterly_Budget__Performance_Report_Q2_2022_final.xlsx,Summary,2022,End-Year/Annual,Unnamed: 14,1,1,False,Quarterly Budget Performance Report of FY 2022 Q2 (1443/1444 H)
